number,value,datetime_start,datetime_complete,duration,params_compile_batch_size,params_compile_beta_b,params_compile_beta_z,params_compile_lr,params_compile_prior_rate,params_compile_train_steps,params_hidden_size,state
38,0.26174000000000003,2025-06-28 07:57:11.698672,2025-06-28 08:53:03.654810,0 days 00:55:51.956138000,64,0.1,1.0,0.0001,3,3000,512,COMPLETE
39,0.195,2025-06-28 08:53:03.666568,2025-06-28 08:54:11.937162,0 days 00:01:08.270594000,64,1.0,0.1,0.1,15,500,64,COMPLETE
40,0.23996,2025-06-28 08:54:11.949183,2025-06-28 09:21:40.859484,0 days 00:27:28.910301000,128,0.01,0.5,0.0001,3,5000,128,COMPLETE
41,0.29238000000000003,2025-06-28 09:21:40.871603,2025-06-28 09:27:19.784741,0 days 00:05:38.913138000,256,0.5,0.01,0.001,15,500,128,COMPLETE
42,0.27014000000000005,2025-06-28 09:27:19.797112,2025-06-28 09:32:56.400137,0 days 00:05:36.603025000,256,0.5,0.01,0.001,15,500,128,COMPLETE
43,0.25332000000000005,2025-06-28 09:32:56.412673,2025-06-28 09:38:33.802161,0 days 00:05:37.389488000,256,0.5,0.01,0.001,15,500,128,COMPLETE
44,0.32242,2025-06-28 09:38:33.814836,2025-06-28 09:51:05.189731,0 days 00:12:31.374895000,256,0.5,0.01,0.001,15,500,256,COMPLETE
45,0.1904,2025-06-28 09:51:05.202589,2025-06-28 12:41:58.587897,0 days 02:50:53.385308000,128,1.0,1.0,0.001,15,5000,512,COMPLETE
46,0.19558,2025-06-28 12:41:58.600761,2025-06-28 13:14:36.274059,0 days 00:32:37.673298000,256,0.5,0.1,0.1,10,3000,128,COMPLETE
47,0.18772,2025-06-28 13:14:36.287127,2025-06-28 13:50:25.035451,0 days 00:35:48.748324000,64,1.0,0.5,0.001,3,5000,256,COMPLETE
48,-inf,2025-06-28 13:50:25.048769,2025-06-28 14:07:03.443077,0 days 00:16:38.394308000,128,1.0,0.01,0.1,3,500,512,COMPLETE
49,0.2258,2025-06-28 14:07:03.456590,2025-06-28 14:43:36.528279,0 days 00:36:33.071689000,128,1.0,0.1,0.0001,15,3000,256,COMPLETE
50,0.1879,2025-06-28 14:43:36.541749,2025-06-28 16:19:07.577139,0 days 01:35:31.035390000,64,0.1,1.0,0.001,3,5000,512,COMPLETE
51,0.18618,2025-06-28 16:19:07.591072,2025-06-28 17:21:42.070982,0 days 01:02:34.479910000,128,1.0,0.5,0.001,3,5000,256,COMPLETE
52,0.18618,2025-06-28 17:21:42.085228,2025-06-28 18:23:56.885260,0 days 01:02:14.800032000,128,1.0,0.5,0.001,3,5000,256,COMPLETE
53,0.20392,2025-06-28 18:23:56.899585,2025-06-28 19:26:38.566990,0 days 01:02:41.667405000,128,1.0,0.5,0.001,3,5000,256,COMPLETE
54,-inf,2025-06-28 19:26:38.581447,2025-06-28 20:28:48.540450,0 days 01:02:09.959003000,128,1.0,0.5,0.1,3,5000,256,COMPLETE
55,0.18566000000000002,2025-06-28 20:28:48.555338,2025-06-28 22:11:34.485413,0 days 01:42:45.930075000,128,1.0,0.1,0.001,3,3000,512,COMPLETE
56,0.20062000000000002,2025-06-28 22:11:34.500427,2025-06-28 22:21:38.303404,0 days 00:10:03.802977000,128,0.01,0.1,0.1,10,3000,64,COMPLETE
57,0.20240000000000002,2025-06-28 22:21:38.318713,2025-06-28 23:23:15.125128,0 days 01:01:36.806415000,128,1.0,0.5,0.001,3,5000,256,COMPLETE
58,0.20884000000000003,2025-06-28 23:23:15.140494,2025-06-28 23:55:51.997648,0 days 00:32:36.857154000,256,0.5,1.0,0.1,3,3000,128,COMPLETE
59,-inf,2025-06-28 23:55:52.013124,2025-06-29 01:28:59.282928,0 days 01:33:07.269804000,64,1.0,0.01,0.1,3,5000,512,COMPLETE
60,0.33392,2025-06-29 01:28:59.298586,2025-06-29 01:35:31.385694,0 days 00:06:32.087108000,128,1.0,0.1,0.001,10,500,256,COMPLETE
61,-inf,2025-06-29 01:35:31.401764,2025-06-29 04:22:49.721427,0 days 02:47:18.319663000,128,1.0,0.01,0.1,3,5000,512,COMPLETE
62,-inf,2025-06-29 04:22:49.737554,2025-06-29 07:10:25.352523,0 days 02:47:35.614969000,128,1.0,0.01,0.1,3,5000,512,COMPLETE
63,-inf,2025-06-29 07:10:25.368782,2025-06-29 09:57:57.265690,0 days 02:47:31.896908000,128,1.0,0.01,0.1,3,5000,512,COMPLETE
64,-inf,2025-06-29 09:57:57.282408,2025-06-29 12:45:44.965070,0 days 02:47:47.682662000,128,1.0,1.0,0.1,3,5000,512,COMPLETE
65,0.33762000000000003,2025-07-01 03:01:42.484255,2025-07-01 03:07:36.600984,0 days 00:05:54.116729000,64,0.1,0.01,0.0001,3,3000,64,COMPLETE
66,-inf,2025-07-01 03:07:36.619093,2025-07-01 05:54:48.881724,0 days 02:47:12.262631000,128,1.0,0.1,0.1,15,5000,512,COMPLETE
67,-inf,2025-07-01 05:54:48.899829,2025-07-01 06:49:59.603412,0 days 00:55:10.703583000,64,1.0,1.0,0.1,3,3000,512,COMPLETE
68,0.32872,2025-07-01 06:49:59.620872,2025-07-01 06:53:21.027833,0 days 00:03:21.406961000,256,0.01,0.01,0.001,3,500,64,COMPLETE
69,0.21650000000000003,2025-07-01 06:53:21.045390,2025-07-01 07:20:51.414549,0 days 00:27:30.369159000,128,0.5,0.1,0.0001,15,5000,128,COMPLETE
70,0.19386,2025-07-01 07:20:51.431853,2025-07-01 07:24:36.958406,0 days 00:03:45.526553000,64,1.0,1.0,0.1,3,500,256,COMPLETE
71,0.20457999999999998,2025-07-01 07:24:36.976382,2025-07-01 08:26:52.944682,0 days 01:02:15.968300000,128,1.0,0.1,0.1,3,5000,256,COMPLETE
72,0.19704,2025-07-01 08:26:52.962788,2025-07-01 09:28:38.307265,0 days 01:01:45.344477000,128,1.0,0.1,0.1,3,5000,256,COMPLETE
73,0.20096000000000003,2025-07-01 09:28:38.325594,2025-07-01 10:28:52.369354,0 days 01:00:14.043760000,128,1.0,0.1,0.1,3,5000,256,COMPLETE
74,0.19234,2025-07-01 10:28:52.387635,2025-07-01 11:06:12.894596,0 days 00:37:20.506961000,128,1.0,0.1,0.1,15,3000,256,COMPLETE
