number,value,datetime_start,datetime_complete,duration,params_compile_batch_size,params_compile_beta_b,params_compile_beta_z,params_compile_lr,params_compile_prior_rate,params_compile_train_steps,params_hidden_size,state
75,0.36688000000000004,2025-06-04 01:55:23.637285,2025-06-04 02:10:31.707807,0 days 00:15:08.070522000,128,0.01,0.01,0.001,10,500,512,COMPLETE
76,0.23982000000000003,2025-06-04 02:10:31.726498,2025-06-04 02:13:03.722920,0 days 00:02:31.996422000,256,0.01,0.5,0.0001,10,500,128,COMPLETE
77,0.37604,2025-06-04 02:13:03.742009,2025-06-04 02:28:10.733506,0 days 00:15:06.991497000,128,0.1,0.01,0.001,10,500,512,COMPLETE
78,0.25522,2025-06-04 02:28:10.752900,2025-06-04 03:00:38.298798,0 days 00:32:27.545898000,64,0.01,0.01,0.001,15,5000,256,COMPLETE
79,0.17684,2025-06-04 03:00:38.318032,2025-06-04 03:09:18.955894,0 days 00:08:40.637862000,128,0.01,1.0,0.1,10,3000,64,COMPLETE
80,0.29706000000000005,2025-06-04 03:09:18.977099,2025-06-04 03:24:26.225924,0 days 00:15:07.248825000,128,0.5,0.1,0.001,10,500,512,COMPLETE
81,0.34942000000000006,2025-06-04 03:24:26.245615,2025-06-04 03:39:33.717264,0 days 00:15:07.471649000,128,0.01,0.01,0.001,10,500,512,COMPLETE
82,0.32884,2025-06-04 03:39:33.736965,2025-06-04 03:54:40.784327,0 days 00:15:07.047362000,128,0.01,0.01,0.001,10,500,512,COMPLETE
83,0.43708,2025-06-04 03:54:40.804412,2025-06-04 04:09:48.314983,0 days 00:15:07.510571000,128,0.01,0.01,0.001,10,500,512,COMPLETE
84,0.30308,2025-06-04 04:09:48.335996,2025-06-04 04:24:55.802599,0 days 00:15:07.466603000,128,0.01,0.01,0.001,10,500,512,COMPLETE
85,0.40196000000000004,2025-06-04 04:24:55.823356,2025-06-04 04:40:03.542623,0 days 00:15:07.719267000,128,0.01,0.01,0.001,10,500,512,COMPLETE
86,0.37072,2025-06-04 04:40:03.563418,2025-06-04 04:55:11.017959,0 days 00:15:07.454541000,128,0.01,0.01,0.001,10,500,512,COMPLETE
87,0.4153,2025-06-04 04:55:11.038892,2025-06-04 05:10:19.582601,0 days 00:15:08.543709000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
88,0.25196,2025-06-04 05:10:19.603679,2025-06-04 07:40:28.861016,0 days 02:30:09.257337000,128,1.0,0.01,0.001,10,5000,512,COMPLETE
89,0.15242,2025-06-04 07:40:28.882070,2025-06-04 07:55:37.249198,0 days 00:15:08.367128000,256,0.01,0.01,0.001,3,500,512,COMPLETE
90,0.37122,2025-06-04 07:55:37.270564,2025-06-04 08:10:44.440180,0 days 00:15:07.169616000,128,0.01,0.01,0.001,15,500,512,COMPLETE
91,0.49436,2025-06-04 08:10:44.461844,2025-06-04 08:25:54.106724,0 days 00:15:09.644880000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
