number,value,datetime_start,datetime_complete,duration,params_compile_batch_size,params_compile_beta_b,params_compile_beta_z,params_compile_lr,params_compile_prior_rate,params_compile_train_steps,params_hidden_size,state
59,0.17198000000000002,2025-06-13 03:58:25.920715,2025-06-13 03:59:50.776155,0 days 00:01:24.855440000,256,0.01,0.01,0.0001,10,500,64,COMPLETE
60,0.2195,2025-06-13 03:59:50.791859,2025-06-13 04:16:53.951544,0 days 00:17:03.159685000,256,0.01,1.0,0.0001,15,500,512,COMPLETE
61,0.3268,2025-06-13 04:16:53.967464,2025-06-13 05:58:39.772200,0 days 01:41:45.804736000,256,0.01,0.01,0.0001,10,3000,512,COMPLETE
62,0.34298,2025-06-13 05:58:39.788405,2025-06-13 06:15:43.529270,0 days 00:17:03.740865000,256,0.01,0.01,0.0001,10,500,512,COMPLETE
63,0.31546,2025-06-13 06:15:43.545535,2025-06-13 06:32:49.207897,0 days 00:17:05.662362000,256,0.01,0.01,0.0001,10,500,512,COMPLETE
64,0.33744,2025-06-13 06:32:49.224507,2025-06-13 06:49:53.359603,0 days 00:17:04.135096000,256,0.01,0.01,0.0001,10,500,512,COMPLETE
65,0.3147,2025-06-13 06:49:53.376125,2025-06-13 07:06:58.942236,0 days 00:17:05.566111000,256,0.01,0.01,0.0001,3,500,512,COMPLETE
66,0.32294,2025-06-13 07:06:58.959122,2025-06-13 07:24:04.945933,0 days 00:17:05.986811000,256,0.01,0.1,0.0001,10,500,512,COMPLETE
67,0.24404,2025-06-13 07:24:04.962876,2025-06-13 07:41:11.730992,0 days 00:17:06.768116000,128,0.01,0.5,0.0001,10,500,512,COMPLETE
68,0.34440000000000004,2025-06-13 07:41:11.748151,2025-06-13 07:58:17.964816,0 days 00:17:06.216665000,256,0.01,0.01,0.0001,10,500,512,COMPLETE
69,0.19284,2025-06-13 07:58:17.981910,2025-06-13 08:07:57.193364,0 days 00:09:39.211454000,256,0.5,0.01,0.1,10,3000,64,COMPLETE
70,0.31428,2025-06-13 08:07:57.213559,2025-06-13 08:25:01.035286,0 days 00:17:03.821727000,256,0.01,0.01,0.001,10,500,512,COMPLETE
71,0.32024,2025-06-13 08:25:01.053279,2025-06-13 08:42:08.500947,0 days 00:17:07.447668000,256,0.01,0.01,0.0001,10,500,512,COMPLETE
72,0.3546,2025-06-13 08:42:08.519019,2025-06-13 08:59:15.775857,0 days 00:17:07.256838000,256,0.01,0.01,0.0001,10,500,512,COMPLETE
73,0.3537,2025-06-13 08:59:15.794079,2025-06-13 09:16:22.772352,0 days 00:17:06.978273000,256,0.01,0.01,0.0001,10,500,512,COMPLETE
74,0.33254000000000006,2025-06-13 09:16:22.790856,2025-06-13 09:33:30.115723,0 days 00:17:07.324867000,256,0.01,0.01,0.0001,10,500,512,COMPLETE
75,0.33226,2025-06-13 09:33:30.134102,2025-06-13 11:15:51.714603,0 days 01:42:21.580501000,128,1.0,0.01,0.0001,3,3000,512,COMPLETE
76,0.26142,2025-06-13 11:15:51.733346,2025-06-13 11:18:41.975891,0 days 00:02:50.242545000,256,0.01,0.01,0.0001,10,500,128,COMPLETE
77,0.27214,2025-06-13 11:18:41.994996,2025-06-13 13:01:08.200108,0 days 01:42:26.205112000,256,0.01,0.5,0.0001,10,3000,512,COMPLETE
78,0.15592,2025-06-13 13:01:08.219427,2025-06-13 14:43:33.400043,0 days 01:42:25.180616000,256,0.01,1.0,0.0001,15,3000,512,COMPLETE
79,0.27878000000000003,2025-06-13 14:43:33.419510,2025-06-13 15:00:42.517271,0 days 00:17:09.097761000,256,0.5,0.01,0.0001,10,500,512,COMPLETE
80,0.35068,2025-06-13 15:00:42.536894,2025-06-13 17:50:54.605307,0 days 02:50:12.068413000,256,0.01,0.01,0.0001,10,5000,512,COMPLETE
81,0.2884,2025-06-13 17:50:54.624937,2025-06-13 20:40:52.136301,0 days 02:49:57.511364000,256,0.01,0.01,0.0001,10,5000,512,COMPLETE
82,0.3379,2025-06-13 20:40:52.155943,2025-06-13 23:30:52.264915,0 days 02:50:00.108972000,256,0.01,0.01,0.0001,10,5000,512,COMPLETE
83,0.30206,2025-06-13 23:30:52.284991,2025-06-14 02:20:38.840136,0 days 02:49:46.555145000,256,0.01,0.01,0.0001,10,5000,512,COMPLETE
84,0.33506,2025-06-14 02:20:38.860258,2025-06-14 05:10:35.363778,0 days 02:49:56.503520000,256,0.01,0.01,0.0001,10,5000,512,COMPLETE
85,0.25678,2025-06-14 05:10:35.384220,2025-06-14 05:38:06.550711,0 days 00:27:31.166491000,256,0.01,0.01,0.0001,10,5000,128,COMPLETE
86,0.2746,2025-06-14 05:38:06.571596,2025-06-14 07:19:48.719164,0 days 01:41:42.147568000,128,0.1,0.1,0.001,10,3000,512,COMPLETE
87,0.28684,2025-06-14 07:19:48.739980,2025-06-14 09:02:01.623541,0 days 01:42:12.883561000,256,1.0,0.01,0.0001,10,3000,512,COMPLETE
88,0.16778,2025-06-14 09:02:01.644745,2025-06-14 09:35:33.676935,0 days 00:33:32.032190000,256,0.01,0.01,0.1,3,3000,256,COMPLETE
89,0.28482,2025-06-14 09:35:33.698409,2025-06-14 09:43:36.269797,0 days 00:08:02.571388000,256,0.01,0.01,0.0001,10,3000,64,COMPLETE
90,0.35740000000000005,2025-06-14 09:43:36.291146,2025-06-14 12:33:51.650165,0 days 02:50:15.359019000,256,0.01,0.01,0.0001,10,5000,512,COMPLETE
91,0.33808,2025-06-14 12:33:51.671723,2025-06-14 15:24:03.053180,0 days 02:50:11.381457000,256,0.01,0.01,0.0001,10,5000,512,COMPLETE
92,0.36296,2025-06-14 15:24:03.074906,2025-06-14 18:14:29.961632,0 days 02:50:26.886726000,256,0.01,0.01,0.0001,10,5000,512,COMPLETE
93,0.31738000000000005,2025-06-14 18:14:29.983495,2025-06-14 21:04:24.366207,0 days 02:49:54.382712000,256,0.01,0.01,0.0001,10,5000,512,COMPLETE
94,0.32024,2025-06-14 21:04:24.390270,2025-06-14 23:54:07.597422,0 days 02:49:43.207152000,256,0.01,0.01,0.0001,10,5000,512,COMPLETE
